image,price,prod_name
https://m.media-amazon.com/images/I/41cN8c93VHL._AC_UY218_.jpg,899,"MSI Bravo 15 B5DD-244 - 15"" AMD Gaming Laptop, AMD Ryzen 7 5800H, 16GB RAM, 512GB NVMe SSD, Windows 11, Aluminum Black"
https://m.media-amazon.com/images/I/31kz+WFFSDL._AC_UY218_.jpg,999,"HP ProBook 650 G2 Laptop, Intel Core i7-6600U, Windows 10 Pro, 8GB RAM, 256GB SSD (X3W42AVFG14) (Renewed)"
https://m.media-amazon.com/images/I/71TouU9vJZL._AC_UY218_.jpg,"1,039","Newest Lenovo ThinkPad E15 Gen 2 Business Laptop, 15.6"" Full HD Display, AMD Ryzen 7 4700U Processor, 16GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi, HDMI, Bluetooth, Windows 10 Pro, Black"
https://m.media-amazon.com/images/I/71nPOmg2JbL._AC_UY218_.jpg,279,"Newest ECOHERO Windows 11 Laptop, Intel Celeron J4005 Dual-Core Processor Up to 2.7GHz, 6GB RAM, 120GB SSD Storage, 15.6-inch Full HD 1920x1080 Display Laptops Computers, 2.4G WiFi, BT4.0"
https://m.media-amazon.com/images/I/51J+peeXyqL._AC_UY218_.jpg,"2,699","Latest Lenovo ThinkPad X1 Carbon Gen 9 Intel Core i7-1185G7(Beat 1165G7), 14"" FHD IPS, Anti-Glare 400 nits, 32GB DDR4 RAM, 1TB NVMe SSD, Fingerprint Reader, Win 11 Pro (Downgradable to W10P) - Black"
https://m.media-amazon.com/images/I/417fS6bYg-L._AC_UY218_.jpg,759,"HP ProBook 455 G6 Notebook PC, AMD Ryzen APU Processor, 8GB RAM, 256GB SSD (6KJ62UT#ABA) (Renewed)"
https://m.media-amazon.com/images/I/711u4Y0rhWL._AC_UY218_.jpg,279,"Windows 11 Laptop, BiTECOOL 15.6 inches FHD(1920x1080) Display Pc Laptops, with Intel Celeron J4005 Dual Core, 6GB LPDDR4 and 120GB SSD, 2.4G WiFi, BT4.0 and Long Lasting Battery"
https://m.media-amazon.com/images/I/61cK+rHulrL._AC_UY218_.jpg,"1,139","Newest Lenovo ThinkPad E15 Gen 2 Business Laptop, 15.6"" Full HD Touchscreen, Intel Core i5-1135G7 Processor, 32GB DDR4 RAM, 512GB SSD, Wi-Fi 6, Bluetooth, USB Type-C, Webcam, Windows 10 Pro, Black"
https://m.media-amazon.com/images/I/412Hv2oxkGL._AC_UY218_.jpg,,"2022 Lenovo IdeaPad 5 Laptop | 15.6"" FHD Display | Intel 4-Core i5-1035G1 | 8GB DDR4 512GB NVMe SSD | Intel UHD Graphics | HDMI | USB-C | WiFi AX | BT | Webcam | Backlit | FPR | Windows 10 Pro"
https://m.media-amazon.com/images/I/51U9N3w89BL._AC_UY218_.jpg,,"2022 Lenovo Ideapad 5i Laptop | 15.6"" FHD IPS Touchscreen | Intel Quad-Core i7-1165G7 | 8GB DDR4 512GB NVMe SSD | Iris Xe Graphics | HDMI | WiFi AX | BT | USB-C | FPR | Backlit | Blue | Windows 11"
https://m.media-amazon.com/images/I/61TRL-yonIL._AC_UY218_.jpg,349,"2022 Windows 11 Laptop, 15.6 inch 1920x1080 IPS Display, Coolby 8GB DDR4 RAM / 256GB SSD Laptop Computers, Intel J4125 Quad-Core Processor Notebook PC, Support 2.4G/5G Hz WiFi, BT, Full Size Keyboard"
https://m.media-amazon.com/images/I/61w8AbunxNL._AC_UY218_.jpg,"1,499","2022 HP Elitebook 840 G8 14"" FHD IPS Business Laptop Intel i5-1135G7 4 Cores Iris Xe Graphics 24GB DDR4 1TB M.2 SSD Fingerprint Reader Backlit Keyboard WiFi 6 Windows 10 Pro - 2 Year Warranty"
https://m.media-amazon.com/images/I/718Fiu0ociL._AC_UY218_.jpg,"3,999","GIGABYTE AERO 16 YE4 - 16"" 4K/UHD+ Samsung AMOLED, Intel Core i9-12900H, NVIDIA GeForce RTX 3080 Ti Laptop GPU 16GB GDDR6, 32GB DDR4 RAM, 2TB SSD, Win11 Pro Laptop (AERO 16 YE4-A4US928HP)"
https://m.media-amazon.com/images/I/61B9oEn85wL._AC_UY218_.jpg,,"2022 LG Gram Ultralight Laptop 17"" WQXGA IPS Intel Evo 4-Core i7-1195G7 16GB LPDDR4 512GB+1TB NVMe SSD Iris Xe Graphics HDMI WiFi AX USB-C Backlit Fingerprint Full Day Battery Windows 10 Home w/RE USB"
https://m.media-amazon.com/images/I/71gRieabisL._AC_UY218_.jpg,939,"Newest Lenovo ThinkPad E15 Gen 3 Business Laptop, 15.6"" Full HD Display, AMD Ryzen 5 5500U Processor, 16GB DDR4 RAM, 256GB SSD, USB Type-C, Webcam, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro, Black"
